loan_ref,borrower_name,borrower_dob,borrower_email,borrower_phone,co_borrower_name,address_street,address_suburb,address_state,address_postcode,property_type,bedrooms,purchase_price,loan_amount,interest_rate,loan_term_months,interest_type,repayment_type,repayment_frequency,product_name,settlement_date,loan_status,lvr,employer,income_gross_annual,expenses_monthly
MIG-000283,Harper Morgan,11/03/1970,harper.morgan@outlook.com,0497687840,,10 William Boulevard,Liverpool,NSW,2170,House,3,,581412.80,6.74,360,Variable,Principal and Interest,Fortnightly,Investor Variable,14/03/2023,Closed,65.6,Commonwealth Bank,171037.37,7630.75
MIG-000284,Margaret Jones,10-12-1992,margaret.jones@hotmail.com,0429041640,,68 High Court,Newcastle,NSW,2300,Unit,3,692200.00,371019.20,6.70,300,Variable,Principal and Interest,Weekly,Package Fixed,02-21-2016,UNDER_ASSESSMENT,53.6,CSL Limited,192016.25,6857.19
MIG-000285,William Mitchell,02/09/1995,william.mitchell@yahoo.com.au,0421164389,,113 Charles Lane,Braddon,ACT,2612,House,4,326900.00,282114.70,7.12,360,Fixed,Principal and Interest,Weekly,Interest Only Fixed,05/01/2018,UNDER_ASSESSMENT,86.3,Telstra Corporation,179143.92,6520.11
MIG-000286,Lucas Parker,1960-10-05,lucas.parker@icloud.com,0453088902,Steven Parker,185 Elizabeth Way,Wollongong,NSW,2500,House,3,1054100.00,811657.00,7.12,360,Fixed,Principal and Interest,Weekly,Interest Only Variable,2023-12-20,SETTLED,77.0,,55848.41,2651.19
MIG-000287,Sarah Jones,10/09/2000,sarah.jones@outlook.com,0448478604,,78 Pacific Close,Gold Coast,QLD,4217,House,1,552700.00,482507.10,6.77,120,Variable,Principal and Interest,Monthly,Interest Only Variable,28/03/2017,DRAFT,87.3,Telstra Corporation,64431.94,3091.10
MIG-000288,Benjamin Wilson,1967-11-12,benjamin.wilson@outlook.com,0489010587,Lisa Wilson,90 Victoria Court,Newtown,NSW,2042,Unit,3,436300.00,308027.80,5.52,360,Variable,Principal and Interest,Monthly,Package Fixed,2020-01-26,UNDER_ASSESSMENT,70.6,Stockland,71583.08,7571.65
MIG-000289,Lily Baker,06/02/1994,lily.baker@hotmail.com,0492325216,James Baker,161 Church Close,Joondalup,WA,6027,House,4,282300.00,143408.40,5.77,360,Variable,Interest Only,Monthly,Low Doc Variable,15/10/2020,UNDER_ASSESSMENT,50.8,Woodside Energy,204846.51,2624.85
MIG-000290,James Watson,06-01-1979,james.watson@gmail.com,0460757353,,130 George Close,Richmond,VIC,3121,House,4,370800.00,167972.40,7.14,360,Variable,Principal and Interest,Monthly,Interest Only Fixed,09-22-2020,DRAFT,45.3,Transurban Group,223127.55,6004.72
MIG-000291,Nancy Murphy,15/09/1958,nancy.murphy@outlook.com,0429193612,Matthew Murphy,123 Main Avenue,Gungahlin,ACT,2912,House,1,568100.00,454480.00,7.18,360,Fixed,Principal and Interest,Monthly,Package Variable,24/06/2019,Arrears,80.0,University of Sydney,224048.13,7683.13
MIG-000292,Matthew Kelly,18/10/1977,matthew.kelly@gmail.com,0435638626,,45 Ocean Road,Doncaster,VIC,3108,Vacant Land,,,99430.80,5.99,360,Variable,Principal and Interest,Monthly,Package Fixed,02/04/2020,SETTLED,58.8,VIC Department of Education,213276.09,4348.39
MIG-000293,Daniel Williams,04/10/1956,daniel.williams@gmail.com,0448053835,,45 Wattle Crescent,Gosford,NSW,2250,House,4,1063700.00,744590.00,6.58,360,Variable,Principal and Interest,Monthly,Low Doc Variable,01/09/2021,Closed,70.0,Woodside Energy,136068.63,5332.32
MIG-000294,Archer Jones,22/12/1968,archer.jones@gmail.com,0448189161,Mark Jones,188 Main Crescent,Doncaster,VIC,3108,Vacant Land,,249000.00,161103.00,7.46,360,Variable,Interest Only,Monthly,Investor Fixed,25/07/2015,Active,64.7,Stockland,94704.06,4299.08
MIG-000295,Grace Lee,20/04/1981,grace.lee@optusnet.com.au,0440703290,,124 Church Avenue,Dandenong,VIC,3175,Unit,4,627700.00,384152.40,6.07,360,Fixed,Principal and Interest,Fortnightly,Low Doc Variable,05/12/2019,APPROVED,61.2,Microsoft Australia,241216.47,4653.62
MIG-000296,John Campbell,1956-09-25,john.campbell@gmail.com,0429715637,,63 Station Drive,Parramatta,NSW,2150,House,2,1118200.00,750312.20,5.97,360,Fixed,Principal and Interest,Monthly,Low Doc Variable,2017-10-28,DRAFT,67.1,Lendlease,220457.83,7011.59
MIG-000297,Lily Green,11/07/1975,lily.green@icloud.com,0447279911,Joseph Green,157 Albert Drive,Brighton,VIC,3186,Apartment,4,200300.00,128993.20,5.71,360,Variable,Principal and Interest,Monthly,Standard Variable,11/12/2022,Closed,64.4,Atlassian,74580.08,5844.34
MIG-000298,David Anderson,10/11/1983,david.anderson@gmail.com,0471692965,,63 Railway Place,Ryde,NSW,2112,Apartment,3,,395930.20,6.80,360,Variable,Principal and Interest,Fortnightly,Investor Fixed,02/12/2021,UNDER_ASSESSMENT,81.1,Mirvac Group,172192.07,2656.08
MIG-000299,Lucas Campbell,05-03-1994,lucas.campbell@hotmail.com,0459263246,Jack Anderson,200 High Avenue,Subiaco,WA,6008,House,4,289500.00,229863.00,7.06,360,Fixed,Interest Only,Monthly,Interest Only Variable,06-25-2021,UNDER_ASSESSMENT,79.4,ANZ Banking Group,170647.47,4299.97
MIG-000300,Linda Roberts,01/10/1963,linda.roberts@outlook.com,0480125052,,23 Park Road,Newcastle,NSW,2300,House,1,849000.00,410067.00,6.22,360,Variable,Interest Only,Monthly,Investor Fixed,01/12/2022,SETTLED,48.3,,104789.96,7782.07
MIG-000301,Henry Adams,##/##/####,henry.adams@icloud.com,0436706184,,146 Harbour Boulevard,Mount Barker,SA,5251,Unit,2,174800.00,-276428.00,6.11,120,Variable,Principal and Interest,Monthly,Standard Variable,2021-01-08,DRAFT,75.1,Woolworths Group,177126.60,4670.42
MIG-000302,Oliver Adams,01/01/1972,oliver.adams@yahoo.com.au,0439974618,Grace Adams,23 Queen Street,Penrith,NSW,2750,House,1,663100.00,486715.40,6.35,360,Split,Principal and Interest,Fortnightly,Package Variable,22/07/2020,SETTLED,73.4,Mirvac Group,220122.55,6899.47
MIG-000303,Noah Morris,26/09/1980,noah.morris@gmail.com,0493882794,,33 Station Avenue,Mount Barker,SA,5251,Apartment,1,247600.00,202289.20,6.39,360,Fixed,Interest Only,Monthly,Package Fixed,20/04/2021,APPROVED,81.7,,169714.07,4088.62
MIG-000304,Grace Brown,01-09-1972,grace.brown@gmail.com,0410680474,Oliver Brown,106 Station Avenue,Geelong,VIC,3220,House,4,608100.00,400129.80,7.35,360,Split,Principal and Interest,Weekly,Interest Only Variable,10-09-2019,UNDER_ASSESSMENT,65.8,NSW Health,196991.22,6155.88
MIG-000305,Harper Robinson,25/07/1973,harper.robinson@gmail.com,0404204922,John Nguyen,86 William Parade,Braddon,ACT,2612,House,3,489700.00,367764.70,6.70,360,Variable,Principal and Interest,Monthly,Package Variable,01/06/2018,SETTLED,75.1,CSL Limited,231106.32,4521.02
MIG-000306,Michael Thompson,26/06/1993,michael.thompson@hotmail.com,0407455467,,82 William Crescent,Newcastle,NSW,2300,House,1,463700.00,406664.90,6.71,360,Variable,Principal and Interest,Monthly,Package Variable,06/07/2020,APPROVED,87.7,Stockland,237244.64,2948.74
MIG-000307,Patricia Jones,21/02/1968,patricia.jones@outlook.com,0483353808,,196 Park Crescent,Frankston,VIC,3199,House,3,832200.00,587533.20,6.85,360,Split,Principal and Interest,Monthly,Interest Only Fixed,08/04/2019,APPROVED,70.6,Stockland,172686.99,5993.03
MIG-000308,Mark Williams,26/12/1961,,0471553920,,21 Bridge Court,Carlton,VIC,3053,Apartment,3,332300.00,216991.90,6.05,360,Fixed,Principal and Interest,Monthly,Package Fixed,10/10/2020,APPROVED,65.3,Telstra Corporation,185787.20,3911.52
MIG-000309,Noah Rogers,02/05/1985,noah.rogers@optusnet.com.au,0416241343,,192 Albert Street,Scarborough,WA,6019,House,3,552700.00,281877.00,7.08,360,Variable,Principal and Interest,Monthly,First Home Buyer Variable,01/02/2024,UNDER_ASSESSMENT,51.0,VIC Department of Education,90105.58,7660.33
MIG-000310,Oliver Campbell,26/07/1955,oliver.campbell@icloud.com,0400965206,Karen Campbell,3 George Boulevard,,NSW,2300,House,3,1072200.00,817016.40,6.98,360,Variable,Principal and Interest,Monthly,Standard Variable,24/03/2020,SETTLED,76.2,National Australia Bank,114204.35,3097.19
MIG-000311,David  Baker,31/02/2020,david.baker@gmail.com,0467013240,Jennifer Baker,167 Bridge Crescent,Toorak,VIC,3142,Vacant Land,,245400.00,163436.40,5.91,360,Variable,Principal and Interest,Fortnightly,Package Fixed,29/02/2019,Active,66.6,Atlassian,82075.76,5251.28
MIG-000312,Leo Cooper,26/08/1967,leo.cooper@gmail.com,0457996637,,45 Church Way,Chatswood,NSW,2067,House,4,701100.00,482356.80,7.39,360,Fixed,Interest Only,Fortnightly,Low Doc Variable,09/01/2021,UNDER_ASSESSMENT,68.8,Qantas Airways,217553.68,2662.55
MIG-000313,Barbara White,19/12/1959,barbara.white@gmail.com,0460744421,,47 Pacific Parade,Fremantle,WA,6160,Townhouse,1,,204812.40,6.60,360,Variable,Principal and Interest,Monthly,Investor Fixed,24/06/2024,APPROVED,74.1,Lendlease,95492.22,5761.61
MIG-000314,Sarah Murphy,17/06/1996,sarah.murphy@gmail.com,0466572580,,111 Main Way,Box Hill,VIC,3128,Unit,3,348800.00,320896.00,5.79,360,Split,Principal and Interest,Monthly,Interest Only Variable,21/10/2021,APPROVED,92.0,Atlassian,210002.38,5583.42
MIG-000315,Oliver Ryan,27/02/1956,,0435430567,,25 Wattle Crescent,Frankston,VIC,3199,Apartment,3,392700.00,255647.70,6.05,360,Variable,Principal and Interest,Fortnightly,Investor Variable,14/05/2015,SETTLED,65.1,Google Australia,234134.15,5399.21
MIG-000316,Archer Gray,1987-02-05,archer.gray@gmail.com,0428211034,Jack Gray,168 Station Drive,Prospect,SA,5082,Vacant Land,,150000.00,88050.00,5.97,300,Split,Principal and Interest,Monthly,Standard Fixed,2015-08-27,UNDER_ASSESSMENT,58.7,Fortescue Metals,249690.34,4502.68
MIG-000317,Barbara Murphy,24/07/1981,barbara.murphy@gmail.com,0446869713,Patricia Cox,66 Bridge Court,Doncaster,VIC,3108,House,2,553000.00,465073.00,7.17,360,Split,Principal and Interest,Fortnightly,Low Doc Variable,02/03/2022,Arrears,84.1,Woodside Energy,163883.99,4578.20
MIG-000318,Steven Ward,03/09/1988,steven.ward@outlook.com,0475390504,Margaret Adams,158 Harbour Lane,Newtown,NSW,2042,House,2,641800.00,358124.40,6.42,120,Variable,Principal and Interest,Monthly,Package Variable,08/06/2022,APPROVED,55.8,National Australia Bank,142640.71,6199.84
MIG-000319,James Richardson,08/02/1999,james.richardson@yahoo.com.au,0465091796,Jack Richardson,124 Ocean Avenue,Norwood,SA,5067,Townhouse,1,430500.00,303072.00,5.65,360,Variable,Principal and Interest,Monthly,Package Fixed,19/05/2021,DRAFT,70.4,Atlassian,245376.74,5770.70
MIG-000320,Michael Morgan,07/07/1976,michael.morgan@hotmail.com,0468872355,,11 William Street,Wollongong,NSW,2500,House,2,553400.00,391807.20,6.00,360,Variable,Principal and Interest,Weekly,Package Variable,27/03/2025,DRAFT,70.8,BHP Group,159576.17,7700.85
MIG-000321,Chloe White,18/03/1991,chloe.white@outlook.com,0401881065,,124 High Close,Blacktown,NSW,2148,Vacant Land,,188000.00,122200.00,7.11,360,Variable,Principal and Interest,Monthly,Low Doc Variable,09/12/2022,DRAFT,65.0,Qantas Airways,104979.77,5355.81
MIG-000290,Leo Kelly,11/07/1999,leo.kelly@yahoo.com.au,0451190921,,5 Harbour Close,Joondalup,WA,6027,House,2,527400.00,366543.00,7.26,360,Fixed,Principal and Interest,Weekly,Standard Variable,06/11/2024,UNDER_ASSESSMENT,69.5,Fortescue Metals,228577.68,6873.89
MIG-000323,Olivia Lee,11-12-1964,olivia.lee@icloud.com,0494878144,,121 High Parade,Liverpool,NSW,2170,Unit,2,682800.00,464986.80,6.92,300,Variable,Interest Only,Weekly,Standard Fixed,05-14-2025,SETTLED,68.1,Telstra Corporation,132821.01,5719.03
MIG-000324,Liam Turner,28/01/1988,liam.turner@gmail.com,0483038179,,32 Railway Boulevard,Ipswich,QLD,4305,Unit,1,328700.00,192946.90,6.00,300,Variable,Principal and Interest,Fortnightly,Investor Variable,03/04/2023,APPROVED,58.7,QLD Government,90099.47,7451.39
MIG-000325,Emily Williams,03/04/1979,,0495130234,,95 Station Crescent,Chatswood,NSW,2067,Unit,1,283100.00,165896.60,7.32,360,Fixed,Principal and Interest,Monthly,Standard Variable,06/08/2020,APPROVED,58.6,ANZ Banking Group,139226.28,6434.49
MIG-000326,Mason Thomas,not-a-date,mason.thomas@outlook.com,0483917677,,46 Main Way,Liverpool,NSW,2170,House,2,863600.00,820420.00,7.20,360,Variable,Principal and Interest,Monthly,Standard Fixed,19/12/2016,DRAFT,95.0,Mirvac Group,222922.91,4944.57
MIG-000016,Sandra Thomas,04/01/1990,sandra.thomas@hotmail.com,0400140604,Daniel Thomas,17 George Court,Newcastle,NSW,2300,House,1,579300.00,490667.10,6.94,360,Split,Interest Only,Monthly,Low Doc Variable,09/10/2023,UNDER_ASSESSMENT,84.7,Westpac Group,186607.88,5999.83
MIG-000328,Christopher Roberts,1972-07-20,christopher.roberts@gmail.com,0431405379,,36 Charles Parade,Newtown,NSW,2042,House,4,843000.00,632250.00,6.75,360,Fixed,Interest Only,Fortnightly,Interest Only Variable,2017-03-14,SETTLED,75.0,Lendlease,224060.90,6714.49
MIG-000329,Elizabeth Anderson,12/05/1967,elizabeth.anderson@icloud.com,0450493568,,76 Victoria Court,Scarborough,WA,6019,House,1,543000.00,287247.00,5.90,360,Variable,Interest Only,Monthly,Standard Fixed,08/12/2022,SETTLED,52.9,Westpac Group,119392.59,6703.68
MIG-000330,Benjamin Robinson,10/12/1991,benjamin.robinson@gmail.com,0425678186,,159 Railway Place,Epping,NSW,2121,House,3,,457032.00,5.77,360,Fixed,Principal and Interest,Monthly,Interest Only Fixed,28/06/2022,SETTLED,54.8,Telstra Corporation,142801.15,5978.28
MIG-000331,Emily Cook,04/11/1991,emily.cook@gmail.com,0426656323,Jennifer Cook,166 Bridge Crescent,Footscray,VIC,3011,House,2,669500.00,591838.00,6.28,360,Variable,Principal and Interest,Fortnightly,Investor Fixed,28/02/2018,APPROVED,88.4,University of Sydney,134945.78,7951.99
MIG-000332,Lily Adams,1963-12-06,lily.adams@yahoo.com.au,0454635222,,92 Park Close,Ipswich,QLD,4305,House,2,508700.00,411538.30,6.81,360,Fixed,Principal and Interest,Monthly,Standard Variable,2019-01-17,APPROVED,80.9,Woodside Energy,108635.60,4512.85
MIG-000333,Margaret Hall,##/##/####,,0407651520,Linda Thomas,54 Station Crescent,Toorak,VIC,3142,House,2,,496108.50,7.12,360,Fixed,Interest Only,Monthly,Package Variable,03-09-2023,SETTLED,68.1,Atlassian,176760.82,4959.14
MIG-000334,Joseph Cooper,25/09/1955,joseph.cooper@outlook.com,0489949578,Alexander Cooper,14 Albert Parade,Parramatta,NSW,2150,House,3,480500.00,260431.00,6.69,360,Variable,Principal and Interest,Monthly,Package Fixed,18/01/2019,APPROVED,54.2,PwC Australia,215216.50,3243.19
MIG-000335,Elizabeth Taylor,13/08/1975,elizabeth.taylor@icloud.com,0468092268,,121 King Court,Box Hill,VIC,3128,House,4,,584383.80,6.05,120,Fixed,Interest Only,Weekly,Low Doc Variable,21/02/2020,SETTLED,83.4,Canva,64836.33,5724.26
MIG-000336,Matthew Phillips,09/03/1968,matthew.phillips@gmail.com,0404914582,Mason Phillips,100 Church Court,Newcastle,NSW,2300,Unit,2,258800.00,182712.80,6.76,360,Fixed,Principal and Interest,Fortnightly,Standard Fixed,02/11/2017,SETTLED,70.6,,133171.60,4593.03
MIG-000337,Robert Peterson,1989-01-22,robert.peterson@yahoo.com.au,0451093196,,166 Queen Parade,Glen Waverley,VIC,3150,House,3,,775105.00,6.91,360,Variable,Principal and Interest,Fortnightly,Low Doc Variable,2019-07-07,APPROVED,95.0,Rio Tinto,202454.88,4308.82
MIG-000338,Jessica Baker,1982-05-22,jessica.baker@gmail.com,0490017487,Ella Ryan,107 Station Crescent,Salisbury,SA,5108,Unit,4,245800.00,193690.40,5.66,360,Split,Principal and Interest,Fortnightly,Investor Variable,2019-04-20,UNDER_ASSESSMENT,78.8,Telstra Corporation,150056.60,5803.36
MIG-000339,James Brown,20/12/1970,james.brown@icloud.com,0488157696,,20 Church Street,Gosford,NSW,2250,House,2,706800.00,570387.60,5.51,360,Variable,Interest Only,Monthly,Standard Fixed,07/07/2021,SETTLED,80.7,PwC Australia,186073.73,6876.04
MIG-000340,Liam Anderson,22/06/1990,liam.anderson@gmail.com,0475562719,Leo Anderson,94 Station Close,,NSW,,House,1,678500.00,635076.00,5.59,360,Variable,Principal and Interest,Monthly,Package Fixed,13/05/2021,APPROVED,93.6,VIC Department of Education,199662.62,3568.41
MIG-000341,Joseph Wright,11/01/1999,joseph.wright@gmail.com,0433831254,,50 Bridge Drive,Carlton,VIC,3053,Unit,3,253900.00,159449.20,7.38,300,Variable,Principal and Interest,Monthly,First Home Buyer Variable,07/05/2024,Arrears,62.8,Mirvac Group,129233.46,2937.08
MIG-000342,Mary Anderson,14/05/1966,mary.anderson@gmail.com,0415289807,Ethan Robinson,147 Wattle Parade,Gosford,NSW,2250,House,1,757200.00,577743.60,5.53,360,Variable,Principal and Interest,Fortnightly,Investor Variable,04/12/2018,DRAFT,76.3,University of Sydney,176787.66,2732.38
MIG-000343,James Turner,17/10/1976,james.turner@yahoo.com.au,0414773631,,125 Harbour Court,,NSW,,House,2,951700.00,569116.60,6.14,120,Fixed,Principal and Interest,Fortnightly,First Home Buyer Variable,08/01/2016,SETTLED,59.8,Qantas Airways,191279.19,7521.67
MIG-000029,Patricia Watson,09/05/1960,patricia.watson@bigpond.com,0407965858,Lisa Watson,47 Charles Crescent,Hornsby,NSW,2077,Townhouse,3,,408336.60,5.53,360,Fixed,Principal and Interest,Monthly,Interest Only Variable,01/11/2019,UNDER_ASSESSMENT,129.0,University of Sydney,231033.44,2902.21
MIG-000345,Ethan Smith,01/12/1988,ethan.smith@hotmail.com,0465180366,Grace Smith,22 Banksia Drive,Chermside,QLD,4032,House,3,650800.00,495909.60,5.92,120,Variable,Interest Only,Fortnightly,First Home Buyer Variable,02/07/2015,SETTLED,76.2,PwC Australia,189041.18,3584.25
MIG-000322,Jennifer Thompson,22/04/1958,jennifer.thompson@outlook.com,0414099551,,188 Albert Road,Epping,NSW,2121,House,2,842400.00,509652.00,7.43,360,Split,Interest Only,Monthly,Investor Fixed,08/12/2024,APPROVED,60.5,QLD Government,150676.76,6468.08
MIG-000347,Patricia Harris,10/08/1996,patricia.harris@outlook.com,0487436699,Karen Harris,13 William Court,Scarborough,WA,6019,House,4,,516364.80,6.71,300,Split,Principal and Interest,Fortnightly,Investor Fixed,11/02/2021,APPROVED,81.6,Rio Tinto,126266.37,6416.14
MIG-000348,Ava Cook,14/02/1977,ava.cook@outlook.com,0484002167,Zoe Kelly,123 King Parade,Toowoomba,QLD,4350,Apartment,2,366900.00,267837.00,6.52,360,Fixed,Principal and Interest,Fortnightly,Investor Fixed,10/01/2021,DRAFT,73.0,NSW Health,182525.91,3992.68
MIG-000349,Thomas Nguyen,17/09/1992,thomas.nguyen@yahoo.com.au,0464572991,,71 High Lane,Surfers Paradise,QLD,4217,House,1,611700.00,430636.80,7.02,300,Variable,Principal and Interest,Weekly,First Home Buyer Variable,27/06/2021,APPROVED,129.6,Coles Group,59589.59,2646.59
MIG-000350,Lucas Gray,06/04/1998,lucas.gray@gmail.com,0497569407,,180 King Road,Glen Waverley,VIC,,Unit,3,390700.00,269583.00,6.76,360,Fixed,Interest Only,Fortnightly,Interest Only Variable,23/06/2021,Closed,69.0,Santos Limited,226978.76,6314.01
MIG-000160,Mary Roberts,19/06/1995,mary.roberts@gmail.com,0491041283,Linda Williams,93 Victoria Drive,Geelong,VIC,3220,House,3,409800.00,338085.00,6.26,360,Fixed,Principal and Interest,Monthly,Investor Fixed,19/01/2021,DRAFT,82.5,,76119.01,4629.37
MIG-000352,Thomas Hall,1965-07-26,,0465692408,,200 Bridge Avenue,Blacktown,NSW,2148,Unit,3,514100.00,319256.10,5.87,360,Fixed,Interest Only,Fortnightly,Package Fixed,2020-08-15,Arrears,62.1,Rio Tinto,172094.89,6945.47
MIG-000353,Joseph Parker,07-12-1990,joseph.parker@gmail.com,0409305018,,84 Ocean Street,Norwood,SA,5067,Unit,2,407200.00,344084.00,6.55,360,Variable,Principal and Interest,Monthly,Low Doc Variable,07-01-2019,SETTLED,84.5,Canva,133582.01,7594.47
MIG-000354,Henry Roberts,10/12/1976,henry.roberts@hotmail.com,0412506132,Grace Roberts,92 Ocean Lane,Footscray,VIC,3011,Unit,3,494800.00,435918.80,5.64,360,Variable,Interest Only,Monthly,Investor Variable,24/07/2022,UNDER_ASSESSMENT,88.1,Lendlease,147042.35,6367.49
MIG-000355,Liam Rogers,06-25-1986,liam.rogers@optusnet.com.au,0409658111,Daniel Smith,177 Station Way,Glen Waverley,VIC,3150,Unit,2,341900.00,228731.10,5.99,360,Variable,Interest Only,Weekly,First Home Buyer Variable,06-20-2019,APPROVED,66.9,Mirvac Group,60818.89,6226.08
MIG-000356,Mary Kelly,13/10/1970,mary.kelly@yahoo.com.au,0422301329,Richard Kelly,147 Charles Road,Surry Hills,NSW,2010,House,3,465200.00,332618.00,6.90,120,Variable,Principal and Interest,Monthly,Low Doc Variable,28/11/2020,UNDER_ASSESSMENT,71.5,University of Melbourne,111556.69,4033.13
MIG-000357,Michael Baker,26/12/1989,michael.baker@outlook.com,0418924434,Harper Baker,154 Albert Street,Wollongong,NSW,2500,Townhouse,3,425700.00,236689.20,5.65,360,Variable,Principal and Interest,Fortnightly,Package Fixed,18/06/2022,SETTLED,55.6,Telstra Corporation,64509.20,7521.98
MIG-000358,Lucas Stewart,1962-09-09,lucas.stewart@hotmail.com,0448795334,,182 Pacific Place,Prospect,SA,5082,Unit,4,185200.00,134455.20,5.91,360,Variable,Principal and Interest,Weekly,Package Variable,2020-12-15,Closed,72.6,Stockland,233304.74,3044.89
MIG-000359,Sandra Brown,04/05/1956,sandra.brown@gmail.com,0425792696,,165 Station Street,Ryde,NSW,2112,House,2,452000.00,426236.00,6.65,360,Variable,Principal and Interest,Monthly,First Home Buyer Variable,11/09/2020,SETTLED,94.3,Woolworths Group,75730.54,3343.14
MIG-000360,Amelia Adams,07-08-1970,amelia.adams@hotmail.com,0438129036,Lisa Adams,86 High Close,Hornsby,NSW,2077,Unit,4,685500.00,378396.00,6.60,360,Fixed,Principal and Interest,Monthly,Package Variable,12-09-2021,APPROVED,55.2,Google Australia,232317.60,7260.09
MIG-000361,Thomas Turner,06/04/1976,,0498553611,,7 Main Court,Bondi,NSW,2026,House,3,948400.00,669570.40,5.86,120,Variable,Principal and Interest,Monthly,Package Variable,11/07/2018,SETTLED,70.6,Telstra Corporation,131869.50,5291.97
MIG-000362,Nancy Cooper,11/12/1991,nancy.cooper@yahoo.com.au,0492842197,Sophie Cooper,149 Ocean Place,Launceston,TAS,7250,Townhouse,3,201800.00,122089.00,5.80,360,Split,Principal and Interest,Fortnightly,Standard Fixed,22/10/2021,DRAFT,60.5,CSL Limited,128839.74,6582.76
MIG-000363,Lisa Richardson,31/02/2020,lisa.richardson@hotmail.com,0447671806,,16 Church Court,Gosford,NSW,2250,House,2,674000.00,392942.00,6.03,360,Variable,Principal and Interest,Monthly,Package Fixed,16/08/2025,SETTLED,58.3,Qantas Airways,154798.45,7003.86
MIG-000364,Sandra Parker,09/06/1961,sandra.parker@yahoo.com.au,0458083648,,181 Banksia Court,Toorak,VIC,3142,House,4,,558864.00,7.46,360,Fixed,Principal and Interest,Monthly,Package Fixed,03/07/2017,APPROVED,72.0,NSW Health,224505.68,4259.91
MIG-000365,Harper Edwards,20/06/1984,harper.edwards@hotmail.com,0474657760,,139 King Street,Prospect,SA,5082,Apartment,3,187600.00,147453.60,5.61,360,Variable,Principal and Interest,Monthly,Package Fixed,02/08/2020,Arrears,78.6,QLD Government,115684.32,7695.72
MIG-000366,Grace Wright,17/01/2000,grace.wright@gmail.com,0462207040,Mia Wright,84 Albert Crescent,Chermside,QLD,4032,House,3,,418231.90,5.95,360,Fixed,Principal and Interest,Fortnightly,Low Doc Variable,27/08/2025,DRAFT,75.1,BHP Group,140328.63,6494.87
MIG-000367,Daniel Murphy,27/09/1997,daniel.murphy@gmail.com,0429371101,,129 Harbour Drive,Footscray,VIC,3011,Townhouse,4,735200.00,460235.20,5.79,360,Variable,Principal and Interest,Weekly,Low Doc Variable,11/02/2018,APPROVED,62.6,Qantas Airways,182215.37,3575.07
MIG-000368,Grace Jones,09/03/1992,grace.jones@gmail.com,0485441831,,181 Park Drive,Ryde,NSW,2112,Townhouse,3,433800.00,396059.40,7.24,360,Variable,Principal and Interest,Monthly,Package Variable,27/04/2020,UNDER_ASSESSMENT,91.3,VIC Department of Education,146583.44,3826.84
MIG-000369,Ella Campbell,1988-11-09,ella.campbell@yahoo.com.au,0400169458,,,,ACT,2900,House,3,541000.00,341912.00,5.70,360,Split,Interest Only,Weekly,Standard Variable,2020-08-14,SETTLED,63.2,CSL Limited,57444.19,4742.82
MIG-000370,  Mark Davis,16/11/1990,mark.davis@gmail.com,0463391701,,87 Ocean Boulevard,Wollongong,NSW,2500,House,2,1088100.00,731203.20,6.51,360,Variable,Interest Only,Fortnightly,Interest Only Variable,26/02/2017,APPROVED,67.2,Mirvac Group,142811.86,5768.11
MIG-000371,Nancy Mitchell,07/09/1963,nancy.mitchell@icloud.com,0494754393,Oliver Mitchell,156 Pacific Lane,Dandenong,VIC,3175,House,3,942900.00,657201.30,6.26,360,Split,Interest Only,Monthly,Low Doc Variable,01/08/2019,UNDER_ASSESSMENT,69.7,Rio Tinto,125010.16,7070.31
MIG-000372,Harper Turner,12/01/1957,harper.turner@yahoo.com.au,0462811140,,166 Station Place,Glenelg,SA,5045,Unit,1,391900.00,228085.80,7.18,360,Fixed,Interest Only,Monthly,First Home Buyer Variable,02/05/2022,DRAFT,58.2,Microsoft Australia,109600.80,7916.59
MIG-000373,Christopher Edwards,11/03/1965,christopher.edwards@outlook.com,0438132717,Joseph Wilson,43 Queen Boulevard,Subiaco,WA,6008,Unit,4,423300.00,309009.00,5.53,360,Fixed,Principal and Interest,Fortnightly,Investor Fixed,08/11/2017,UNDER_ASSESSMENT,73.0,PwC Australia,205034.03,4435.39
MIG-000374,  Ethan Mitchell,1980-08-23,ethan.mitchell@outlook.com,0459106458,,122 Main Place,Newcastle,NSW,2300,Townhouse,2,824700.00,405752.40,5.68,360,Variable,Interest Only,Fortnightly,Standard Fixed,2019-01-14,SETTLED,49.2,Santos Limited,98760.55,3129.65
MIG-000375,Michael Edwards,01/10/1974,michael.edwards@optusnet.com.au,0486424131,,99 Station Crescent,Hawthorn,VIC,3122,House,4,810200.00,510426.00,5.71,360,Variable,Principal and Interest,Weekly,Interest Only Fixed,13/09/2025,Closed,63.0,Mirvac Group,85768.40,2947.39
MIG-000376,Mason Ward,03/09/1973,mason.ward@gmail.com,0424685061,,123 Ocean Parade,Carlton,VIC,3053,Unit,2,543600.00,516420.00,6.66,360,Variable,Interest Only,Monthly,Interest Only Fixed,19/03/2020,SETTLED,95.0,CSL Limited,151887.83,6141.25
